净值日期,累计净值
2024-04-16,1.0448
2024-04-17,1.0449
2024-04-18,1.0452
2024-04-19,1.0454
2024-04-22,1.0458
2024-04-23,1.0459
2024-04-24,1.0457
2024-04-25,1.0455
2024-04-26,1.0451
2024-04-29,1.0448
2024-04-30,1.0452
2024-05-06,1.0455
2024-05-07,1.0458
2024-05-08,1.0458
2024-05-09,1.0458
2024-05-10,1.0458
2024-05-13,1.0461
2024-05-14,1.0462
2024-05-15,1.0462
2024-05-16,1.0463
2024-05-17,1.0462
2024-05-20,1.0464
2024-05-21,1.0464
2024-05-22,1.0465
2024-05-23,1.0466
2024-05-24,1.0466
2024-05-27,1.0467
2024-05-28,1.0467
2024-05-29,1.0468
2024-05-30,1.0469
2024-05-31,1.047
2024-06-03,1.0472
2024-06-04,1.0472
2024-06-05,1.0473
2024-06-06,1.0475
2024-06-07,1.0475
2024-06-11,1.0477
2024-06-12,1.0477
2024-06-13,1.0478
2024-06-14,1.0479
2024-06-17,1.048
2024-06-18,1.0481
2024-06-19,1.0482
2024-06-20,1.0483
2024-06-21,1.0483
2024-06-24,1.0484
2024-06-25,1.0486
2024-06-26,1.0488
2024-06-27,1.0489
2024-06-28,1.049
2024-06-30,1.0491
2024-07-01,1.0491
2024-07-02,1.0493
2024-07-03,1.0494
2024-07-04,1.0494
2024-07-05,1.0494
2024-07-08,1.0493
2024-07-09,1.0494
2024-07-10,1.0495
2024-07-11,1.0496
2024-07-12,1.0497
2024-07-15,1.0498
2024-07-16,1.0499
2024-07-17,1.0499
2024-07-18,1.0499
2024-07-19,1.0499
2024-07-22,1.0502
2024-07-23,1.0503
2024-07-24,1.0504
2024-07-25,1.0505
2024-07-26,1.0506
2024-07-29,1.0507
2024-07-30,1.0508
2024-07-31,1.051
2024-08-01,1.0511
2024-08-02,1.0513
2024-08-05,1.0515
2024-08-06,1.0514
2024-08-07,1.0514
2024-08-08,1.0513
2024-08-09,1.0512
2024-08-12,1.051
2024-08-13,1.0511
2024-08-14,1.0513
2024-08-15,1.0513
2024-08-16,1.0514
2024-08-19,1.0514
2024-08-20,1.0514
2024-08-21,1.0513
2024-08-22,1.0514
2024-08-23,1.0514
2024-08-26,1.0515
2024-08-27,1.0514
2024-08-28,1.0515
2024-08-29,1.0516
2024-08-30,1.0516
2024-09-02,1.0518
2024-09-03,1.0518
2024-09-04,1.0519
2024-09-05,1.0519
2024-09-06,1.0519
2024-09-09,1.052
2024-09-10,1.0521
2024-09-11,1.0522
2024-09-12,1.0523
2024-09-13,1.0524
2024-09-18,1.0526
2024-09-19,1.0526
2024-09-20,1.0526
2024-09-23,1.0527
2024-09-24,1.053
2024-09-25,1.0534
2024-09-26,1.0534
2024-09-27,1.0532
2024-09-30,1.0531
2024-10-08,1.0531
2024-10-09,1.0527
2024-10-10,1.053
2024-10-11,1.0534
2024-10-14,1.0536
2024-10-15,1.0536
2024-10-16,1.0537
2024-10-17,1.0538
2024-10-18,1.0539
2024-10-21,1.054
2024-10-22,1.0539
2024-10-23,1.0539
2024-10-24,1.0539
2024-10-25,1.054
2024-10-28,1.0542
2024-10-29,1.0543
2024-10-30,1.0543
2024-10-31,1.0545
2024-11-01,1.0548
2024-11-04,1.0549
2024-11-05,1.055
2024-11-06,1.055
2024-11-07,1.0554
2024-11-08,1.0554
2024-11-11,1.0554
2024-11-12,1.0555
2024-11-13,1.0556
2024-11-14,1.0556
2024-11-15,1.0557
2024-11-18,1.0558
2024-11-19,1.0558
2024-11-20,1.0558
2024-11-21,1.0558
2024-11-22,1.0559
2024-11-25,1.056
2024-11-26,1.0561
2024-11-27,1.0562
2024-11-28,1.0563
2024-11-29,1.0568
2024-12-02,1.0577
2024-12-03,1.0577
2024-12-04,1.0578
2024-12-05,1.0578
2024-12-06,1.0577
2024-12-09,1.0578
2024-12-10,1.0582
2024-12-11,1.0582
2024-12-12,1.0584
2024-12-13,1.0588
2024-12-16,1.0589
2024-12-17,1.0589
2024-12-18,1.059
2024-12-19,1.0591
2024-12-20,1.0593
2024-12-23,1.0596
2024-12-24,1.0596
2024-12-25,1.0595
2024-12-26,1.0592
2024-12-27,1.0598
2024-12-30,1.06
2024-12-31,1.0602
2025-01-02,1.0603
2025-01-03,1.0605
2025-01-06,1.0607
2025-01-07,1.0606
2025-01-08,1.0604
2025-01-09,1.0603
2025-01-10,1.0601
2025-01-13,1.06
2025-01-14,1.06
2025-01-15,1.0601
2025-01-16,1.0597
2025-01-17,1.0596
2025-01-20,1.0595
2025-01-21,1.0595
2025-01-22,1.0597
2025-01-23,1.0594
2025-01-24,1.0594
2025-01-27,1.06
2025-02-05,1.0604
2025-02-06,1.0606
2025-02-07,1.0608
2025-02-10,1.0605
2025-02-11,1.0604
2025-02-12,1.0604
2025-02-13,1.0603
2025-02-14,1.06
2025-02-17,1.06
2025-02-18,1.0599
2025-02-19,1.0599
2025-02-20,1.0597
2025-02-21,1.0597
2025-02-24,1.0597
2025-02-25,1.0597
2025-02-26,1.0598
2025-02-27,1.0597
2025-02-28,1.0598
2025-03-03,1.06
2025-03-04,1.0602
2025-03-05,1.0602
2025-03-06,1.0602
2025-03-07,1.0602
2025-03-10,1.0604
2025-03-11,1.0604
2025-03-12,1.0605
2025-03-13,1.0607
2025-03-14,1.0608
2025-03-17,1.061
2025-03-18,1.061
2025-03-19,1.0611
2025-03-20,1.0612
2025-03-21,1.0614
2025-03-24,1.0615
2025-03-25,1.0619
2025-03-26,1.062
2025-03-27,1.0621
2025-03-28,1.0621
2025-03-31,1.0623
2025-04-01,1.0623
2025-04-02,1.0625
2025-04-03,1.0633
2025-04-07,1.064
2025-04-08,1.0635
2025-04-09,1.0638
2025-04-10,1.0639
2025-04-11,1.0641
2025-04-14,1.0641
2025-04-15,1.064
2025-04-16,1.0641
2025-04-17,1.0641
2025-04-18,1.0642
2025-04-21,1.0641
2025-04-22,1.0642
2025-04-23,1.0642
2025-04-24,1.0642
2025-04-25,1.0643
2025-04-28,1.0644
2025-04-29,1.0645
2025-04-30,1.0647
2025-05-06,1.0649
2025-05-07,1.0652
2025-05-08,1.0657
2025-05-09,1.066
2025-05-12,1.066
2025-05-13,1.0662
2025-05-14,1.0662
2025-05-15,1.0661
2025-05-16,1.066
2025-05-19,1.0661
2025-05-20,1.0661
2025-05-21,1.0661
2025-05-22,1.0661
2025-05-23,1.0661
2025-05-26,1.0662
2025-05-27,1.0661
2025-05-28,1.0661
2025-05-29,1.0661
2025-05-30,1.0662
2025-06-03,1.0663
2025-06-04,1.0664
2025-06-05,1.0666
2025-06-06,1.0667
2025-06-09,1.067
2025-06-10,1.0671
2025-06-11,1.0671
2025-06-12,1.0671
2025-06-13,1.0672
2025-06-16,1.0673
2025-06-17,1.0674
2025-06-18,1.0676
2025-06-19,1.0677
2025-06-20,1.0677
2025-06-23,1.0678
2025-06-24,1.0678
2025-06-25,1.0678
2025-06-26,1.0677
2025-06-27,1.0679
2025-06-30,1.0681
2025-07-01,1.0681
2025-07-02,1.0684
2025-07-03,1.0685
2025-07-04,1.0688
2025-07-07,1.0689
2025-07-08,1.0687
2025-07-09,1.0687
2025-07-10,1.0687
2025-07-11,1.0687
2025-07-14,1.0687
2025-07-15,1.0688
2025-07-16,1.0689
2025-07-17,1.069
2025-07-18,1.0691
2025-07-21,1.0691
2025-07-22,1.0691
2025-07-23,1.0689
2025-07-24,1.0686
2025-07-25,1.0687
2025-07-28,1.069
2025-07-29,1.0688
2025-07-30,1.069
2025-07-31,1.0692
2025-08-01,1.0693
2025-08-04,1.0694
2025-08-05,1.0694
2025-08-06,1.0694
2025-08-07,1.0695
2025-08-08,1.0696
2025-08-11,1.0696
2025-08-12,1.0696
2025-08-13,1.0696
2025-08-14,1.0697
2025-08-15,1.0697
2025-08-18,1.0696
2025-08-19,1.0697
2025-08-20,1.0697
2025-08-21,1.0697
2025-08-22,1.0698
2025-08-25,1.0699
2025-08-26,1.0699
2025-08-27,1.0699
2025-08-28,1.07
2025-08-29,1.0701
2025-09-01,1.0702
2025-09-02,1.0702
2025-09-03,1.0702
2025-09-04,1.0703
2025-09-05,1.0702
2025-09-08,1.0703
2025-09-09,1.0702
2025-09-10,1.0702
2025-09-11,1.0703
2025-09-12,1.0703
2025-09-15,1.0704
2025-09-16,1.0704
2025-09-17,1.0705
2025-09-18,1.0706
2025-09-19,1.0706
2025-09-22,1.0707
2025-09-23,1.0707
2025-09-24,1.0706
2025-09-25,1.0706
2025-09-26,1.0707
2025-09-29,1.0709
2025-09-30,1.0711
