净值日期,累计净值
2020-12-22,1.1061
2020-12-23,1.1068
2020-12-24,1.1068
2020-12-25,1.1071
2020-12-28,1.1093
2020-12-29,1.1095
2020-12-30,1.1115
2020-12-31,1.1142
2021-01-04,1.1141
2021-01-05,1.117
2021-01-06,1.1194
2021-01-07,1.1215
2021-01-08,1.1211
2021-01-11,1.1211
2021-01-12,1.1235
2021-01-13,1.1235
2021-01-14,1.1224
2021-01-15,1.1229
2021-01-18,1.1247
2021-01-19,1.1231
2021-01-20,1.1227
2021-01-21,1.1241
2021-01-22,1.1231
2021-01-25,1.1254
2021-01-26,1.1233
2021-01-27,1.1229
2021-01-28,1.1192
2021-01-29,1.119
2021-02-01,1.1207
2021-02-02,1.1223
2021-02-03,1.1222
2021-02-04,1.1228
2021-02-05,1.1256
2021-02-08,1.1273
2021-02-09,1.1295
2021-02-10,1.133
2021-02-18,1.1316
2021-02-19,1.1322
2021-02-22,1.1281
2021-02-23,1.1291
2021-02-24,1.1269
2021-02-25,1.13
2021-02-26,1.1271
2021-03-01,1.1284
2021-03-02,1.1266
2021-03-03,1.1313
2021-03-04,1.1274
2021-03-05,1.1261
2021-03-08,1.1221
2021-03-09,1.1194
2021-03-10,1.1201
2021-03-11,1.1241
2021-03-12,1.1248
2021-03-15,1.1235
2021-03-16,1.1264
2021-03-17,1.1263
2021-03-18,1.1276
2021-03-19,1.1237
2021-03-22,1.1251
2021-03-23,1.1243
2021-03-24,1.1231
2021-03-25,1.1223
2021-03-26,1.1241
2021-03-29,1.1249
2021-03-30,1.1261
2021-03-31,1.1249
2021-04-01,1.1264
2021-04-02,1.1276
2021-04-06,1.127
2021-04-07,1.1259
2021-04-08,1.126
2021-04-09,1.1249
2021-04-12,1.1245
2021-04-13,1.1249
2021-04-14,1.1253
2021-04-15,1.1249
2021-04-16,1.1257
2021-04-19,1.1283
2021-04-20,1.128
2021-04-21,1.1289
2021-04-22,1.1289
2021-04-23,1.1302
2021-04-26,1.1288
2021-04-27,1.1294
2021-04-28,1.1296
2021-04-29,1.1315
2021-04-30,1.1304
2021-05-06,1.1294
2021-05-07,1.129
2021-05-10,1.1283
2021-05-11,1.1299
2021-05-12,1.1304
2021-05-13,1.1298
2021-05-14,1.1322
2021-05-17,1.1342
2021-05-18,1.1344
2021-05-19,1.1334
2021-05-20,1.1361
2021-05-21,1.135
2021-05-24,1.1368
2021-05-25,1.1432
2021-05-26,1.145
2021-05-27,1.1457
2021-05-28,1.1444
2021-05-31,1.1443
2021-06-01,1.1446
2021-06-02,1.1449
2021-06-03,1.1455
2021-06-04,1.1468
2021-06-07,1.1449
2021-06-08,1.1436
2021-06-09,1.1431
2021-06-10,1.1447
2021-06-11,1.1435
2021-06-15,1.1418
2021-06-16,1.1412
2021-06-17,1.1412
2021-06-18,1.1413
2021-06-21,1.1414
2021-06-22,1.1427
2021-06-23,1.1429
2021-06-24,1.1435
2021-06-25,1.1453
2021-06-28,1.1455
2021-06-29,1.1444
2021-06-30,1.1451
