净值日期,累计净值
2020-09-18,1.0
2020-09-25,0.9986
2020-09-30,1.0021
2020-10-09,1.0061
2020-10-16,1.0085
2020-10-23,0.9956
2020-10-30,1.0107
2020-11-06,1.0332
2020-11-13,1.0032
2020-11-20,0.9968
2020-11-27,0.9844
2020-12-04,1.0054
2020-12-11,1.0007
2020-12-16,1.008
2020-12-17,1.0109
2020-12-18,1.0131
2020-12-21,1.026
2020-12-22,1.0221
2020-12-23,1.0376
2020-12-24,1.0345
2020-12-25,1.028
2020-12-28,1.0223
2020-12-29,1.0303
2020-12-30,1.0497
2020-12-31,1.0773
2021-01-04,1.0961
2021-01-05,1.1005
2021-01-06,1.1019
2021-01-07,1.1074
2021-01-08,1.1141
2021-01-11,1.1234
2021-01-12,1.1448
2021-01-13,1.1354
2021-01-14,1.13
2021-01-15,1.1248
2021-01-18,1.155
2021-01-19,1.15
2021-01-20,1.1753
2021-01-21,1.189
2021-01-22,1.1913
2021-01-25,1.2134
2021-01-26,1.1769
2021-01-27,1.1737
2021-01-28,1.1389
2021-01-29,1.1322
2021-02-01,1.1517
2021-02-02,1.1768
2021-02-03,1.1762
2021-02-04,1.1558
2021-02-05,1.1571
2021-02-08,1.1681
2021-02-09,1.1886
2021-02-10,1.2111
2021-02-18,1.2034
2021-02-19,1.1902
2021-02-22,1.1418
2021-02-23,1.1351
2021-02-24,1.0966
2021-02-25,1.0939
2021-02-26,1.0641
2021-03-01,1.0928
2021-03-02,1.0838
2021-03-03,1.0983
2021-03-04,1.0532
2021-03-05,1.0484
2021-03-08,1.0017
2021-03-09,0.9929
2021-03-10,1.0112
2021-03-11,1.0256
2021-03-12,1.0271
2021-03-15,1.001
2021-03-16,1.0129
2021-03-17,1.0275
2021-03-18,1.0337
2021-03-19,1.0142
2021-03-22,1.0171
2021-03-23,1.0001
2021-03-24,0.9836
2021-03-25,0.9852
2021-03-26,1.0099
2021-03-29,0.998
2021-03-30,1.0108
2021-03-31,1.0028
2021-04-01,1.0275
2021-04-02,1.0347
2021-04-06,1.0308
2021-04-07,1.0201
2021-04-08,1.0232
2021-04-09,1.0063
2021-04-12,0.9852
2021-04-13,0.9748
2021-04-14,0.996
2021-04-15,0.9903
2021-04-16,0.9944
2021-04-19,1.0184
2021-04-20,1.0179
2021-04-21,1.017
2021-04-22,1.0265
2021-04-23,1.0388
2021-04-26,1.0321
2021-04-27,1.0371
2021-04-28,1.0484
2021-04-29,1.0479
2021-04-30,1.0504
