净值日期,累计净值
2016-11-08,1.0
2016-11-11,1.0
2016-11-18,1.0
2016-11-25,1.005
2016-12-02,1.004
2016-12-07,1.004
2016-12-08,1.007
2016-12-09,1.007
2016-12-12,0.999
2016-12-13,0.999
2016-12-14,0.996
2016-12-15,0.99
2016-12-16,0.99
2016-12-19,0.989
2016-12-20,0.987
2016-12-21,0.991
2016-12-22,0.989
2016-12-23,0.984
2016-12-26,0.986
2016-12-27,0.986
2016-12-28,0.988
2016-12-29,0.988
2016-12-30,0.993
2016-12-31,0.993
2017-01-03,0.998
2017-01-04,1.002
2017-01-05,1.004
2017-01-06,1.0
2017-01-09,1.006
2017-01-10,1.009
2017-01-11,1.009
2017-01-12,1.006
2017-01-13,1.003
2017-01-16,1.003
2017-01-17,1.008
2017-01-18,1.012
2017-01-19,1.014
2017-01-20,1.017
2017-01-23,1.017
2017-01-24,1.021
2017-01-25,1.023
2017-01-26,1.026
2017-02-03,1.021
2017-02-06,1.028
2017-02-07,1.025
2017-02-08,1.033
2017-02-09,1.037
2017-02-10,1.042
2017-02-13,1.051
2017-02-14,1.05
2017-02-15,1.048
2017-02-16,1.049
2017-02-17,1.044
2017-02-20,1.057
2017-02-21,1.058
2017-02-22,1.065
2017-02-23,1.062
2017-02-24,1.058
2017-02-27,1.055
2017-02-28,1.057
2017-03-01,1.059
2017-03-02,1.055
2017-03-03,1.055
2017-03-06,1.057
2017-03-07,1.06
2017-03-08,1.059
2017-03-09,1.053
2017-03-10,1.053
2017-03-13,1.058
2017-03-14,1.059
2017-03-15,1.06
2017-03-16,1.065
2017-03-17,1.063
2017-03-20,1.065
2017-03-21,1.069
2017-03-22,1.065
2017-03-23,1.066
2017-03-24,1.065
2017-03-27,1.06
2017-03-28,1.061
2017-03-29,1.061
2017-03-30,1.056
2017-03-31,1.057
2017-04-05,1.063
2017-04-06,1.064
2017-04-07,1.065
2017-04-10,1.063
2017-04-11,1.062
2017-04-12,1.063
2017-04-13,1.062
2017-04-14,1.06
2017-04-17,1.06
2017-04-18,1.056
2017-04-19,1.052
2017-04-20,1.055
2017-04-21,1.056
2017-04-24,1.051
2017-04-25,1.055
2017-04-26,1.057
2017-04-27,1.056
2017-04-28,1.053
2017-05-02,1.054
2017-05-03,1.053
2017-05-04,1.051
