净值日期,累计净值
2016-11-11,1.0001
2016-11-18,0.9999
2016-11-25,1.0019
2016-12-02,1.0025
2016-12-09,1.0034
2016-12-16,1.0011
2016-12-23,1.0011
2016-12-30,1.0027
2016-12-31,1.0028
2017-01-06,1.0036
2017-01-13,1.0034
2017-01-20,1.0054
2017-01-24,1.0061
2017-01-26,1.0069
2017-02-03,1.0071
2017-02-08,1.0084
2017-02-09,1.0089
2017-02-10,1.0091
2017-02-13,1.0103
2017-02-14,1.0104
2017-02-15,1.0104
2017-02-16,1.0111
2017-02-17,1.0112
2017-02-20,1.0131
2017-02-21,1.0136
2017-02-22,1.0137
2017-02-23,1.0134
2017-02-24,1.0136
2017-02-27,1.0131
2017-02-28,1.0131
2017-03-01,1.0133
2017-03-02,1.0128
2017-03-03,1.0129
2017-03-06,1.0145
2017-03-07,1.0148
2017-03-08,1.0143
2017-03-09,1.0139
2017-03-10,1.0144
2017-03-13,1.0155
2017-03-14,1.0151
2017-03-15,1.0151
2017-03-16,1.016
2017-03-17,1.015
2017-03-20,1.0149
2017-03-21,1.0156
2017-03-22,1.0157
2017-03-23,1.0163
2017-03-24,1.017
2017-03-27,1.0169
2017-03-28,1.0165
2017-03-29,1.0166
2017-03-30,1.0155
2017-03-31,1.0162
2017-04-05,1.0181
2017-04-06,1.0186
2017-04-07,1.0191
2017-04-10,1.018
2017-04-11,1.0182
2017-04-12,1.0178
2017-04-13,1.0189
2017-04-14,1.0176
2017-04-17,1.0175
2017-04-18,1.0179
2017-04-19,1.0178
2017-04-20,1.0186
2017-04-21,1.0203
2017-04-24,1.02
2017-04-25,1.0212
2017-04-26,1.0211
2017-04-27,1.0216
2017-04-28,1.0214
2017-05-02,1.0218
2017-05-03,1.0213
2017-05-04,1.0214
2017-05-05,1.0204
2017-05-08,1.019
2017-05-09,1.0197
2017-05-10,1.0194
2017-05-11,1.0203
2017-05-12,1.0214
2017-05-15,1.0225
2017-05-16,1.0244
2017-05-17,1.0236
2017-05-18,1.0229
2017-05-19,1.0229
2017-05-22,1.023
2017-05-23,1.0232
2017-05-24,1.0234
2017-05-25,1.0246
2017-05-26,1.0243
2017-05-31,1.0252
2017-06-01,1.0257
2017-06-02,1.0257
2017-06-05,1.0263
2017-06-06,1.0277
2017-06-07,1.0299
2017-06-08,1.0307
2017-06-09,1.0307
2017-06-12,1.0309
2017-06-13,1.032
2017-06-14,1.0309
2017-06-15,1.0314
2017-06-16,1.0314
2017-06-19,1.0331
2017-06-20,1.0331
2017-06-21,1.0348
2017-06-22,1.0341
2017-06-23,1.0355
2017-06-26,1.038
2017-06-27,1.0383
2017-06-28,1.0371
2017-06-29,1.0382
2017-06-30,1.039
2017-07-03,1.0393
2017-07-04,1.0385
2017-07-05,1.0407
2017-07-06,1.0415
2017-07-07,1.0406
2017-07-10,1.0402
2017-07-11,1.0401
2017-07-12,1.0399
2017-07-13,1.04
2017-07-14,1.0409
2017-07-17,1.0391
2017-07-18,1.0396
2017-07-19,1.0419
2017-07-20,1.0429
2017-07-21,1.0423
2017-07-24,1.043
2017-07-25,1.0423
2017-07-26,1.0415
2017-07-27,1.0414
2017-07-28,1.0427
2017-07-31,1.0434
2017-08-01,1.0437
2017-08-02,1.0429
2017-08-03,1.0428
2017-08-04,1.0421
2017-08-07,1.0429
2017-08-08,1.0425
2017-08-09,1.0434
2017-08-10,1.0427
2017-08-11,1.0409
2017-08-14,1.0429
2017-08-15,1.0431
2017-08-16,1.0425
2017-08-17,1.0431
2017-08-18,1.0434
2017-08-21,1.0442
2017-08-22,1.0448
2017-08-23,1.0445
2017-08-24,1.0439
2017-08-25,1.0459
2017-08-28,1.0465
2017-08-29,1.046
2017-08-30,1.0462
2017-08-31,1.0456
2017-09-01,1.0468
2017-09-04,1.0485
2017-09-05,1.0485
2017-09-06,1.0489
2017-09-07,1.0477
2017-09-08,1.0482
2017-09-11,1.0487
2017-09-12,1.0484
2017-09-13,1.0488
2017-09-14,1.0489
2017-09-15,1.049
2017-09-18,1.0496
2017-09-19,1.049
2017-09-20,1.0493
2017-09-21,1.0486
2017-09-22,1.0485
2017-09-25,1.0481
2017-09-26,1.0486
2017-09-27,1.0489
2017-09-28,1.0486
2017-09-29,1.0498
2017-10-09,1.0521
2017-10-10,1.0517
