净值日期,累计净值
2022-05-18,1.5215
2022-05-19,1.5262
2022-05-20,1.558
2022-05-23,1.5508
2022-05-24,1.5135
2022-05-25,1.5268
2022-05-26,1.5277
2022-05-27,1.5339
2022-05-30,1.5475
2022-05-31,1.5615
2022-06-01,1.5635
2022-06-02,1.5666
2022-06-06,1.5977
2022-06-07,1.6071
2022-06-08,1.6161
2022-06-09,1.6039
2022-06-10,1.6369
2022-06-13,1.6255
2022-06-14,1.6424
2022-06-15,1.6602
2022-06-16,1.6509
2022-06-17,1.6744
2022-06-20,1.6834
2022-06-21,1.6811
2022-06-22,1.6628
2022-06-23,1.6981
2022-06-24,1.7232
2022-06-27,1.7441
2022-06-28,1.7666
2022-06-29,1.7352
2022-06-30,1.7596
2022-07-01,1.7594
2022-07-04,1.7697
2022-07-05,1.7717
2022-07-06,1.7471
2022-07-07,1.7516
2022-07-08,1.7468
2022-07-11,1.7146
2022-07-12,1.6974
2022-07-13,1.6982
2022-07-14,1.6953
2022-07-15,1.6762
2022-07-18,1.6886
2022-07-19,1.6836
2022-07-20,1.6922
2022-07-21,1.6686
2022-07-22,1.6667
2022-07-25,1.6554
2022-07-26,1.666
2022-07-27,1.6625
2022-07-28,1.6624
2022-07-29,1.6452
2022-08-01,1.6516
2022-08-02,1.6188
2022-08-03,1.6012
2022-08-04,1.6151
2022-08-05,1.6277
2022-08-08,1.6299
2022-08-09,1.6371
2022-08-10,1.6199
2022-08-11,1.6506
2022-08-12,1.6529
2022-08-15,1.6539
2022-08-16,1.6502
2022-08-17,1.6662
2022-08-18,1.6594
2022-08-19,1.6548
2022-08-22,1.6697
2022-08-23,1.6641
2022-08-24,1.6347
2022-08-25,1.6522
2022-08-26,1.6521
2022-08-29,1.6467
2022-08-30,1.6397
2022-08-31,1.6254
2022-09-01,1.6099
2022-09-02,1.6043
2022-09-05,1.6035
2022-09-06,1.6228
2022-09-07,1.6273
2022-09-08,1.6201
2022-09-09,1.637
2022-09-13,1.6463
2022-09-14,1.6268
2022-09-15,1.6035
2022-09-16,1.5666
2022-09-19,1.567
2022-09-20,1.5738
2022-09-21,1.565
2022-09-22,1.5561
2022-09-23,1.5487
2022-09-26,1.5445
2022-09-27,1.5611
2022-09-28,1.5364
2022-09-29,1.5395
2022-09-30,1.526
2022-10-10,1.4957
2022-10-11,1.5026
2022-10-12,1.5292
2022-10-13,1.5139
2022-10-14,1.5549
2022-10-17,1.5519
2022-10-18,1.5523
2022-10-19,1.5293
2022-10-20,1.5161
2022-10-21,1.5109
2022-10-24,1.4743
2022-10-25,1.4708
2022-10-26,1.4762
2022-10-27,1.4638
2022-10-28,1.4284
2022-10-31,1.4178
2022-11-01,1.467
2022-11-02,1.4806
2022-11-03,1.472
2022-11-04,1.5138
2022-11-07,1.5161
2022-11-08,1.5059
2022-11-09,1.4932
2022-11-10,1.4805
2022-11-11,1.5203
2022-11-14,1.5199
2022-11-15,1.542
2022-11-16,1.531
2022-11-17,1.5241
2022-11-18,1.5209
2022-11-21,1.513
2022-11-22,1.5106
2022-11-23,1.5095
2022-11-24,1.5044
2022-11-25,1.5087
2022-11-28,1.4903
2022-11-29,1.5277
2022-11-30,1.532
2022-12-01,1.546
2022-12-02,1.536
2022-12-05,1.5601
2022-12-06,1.5633
2022-12-07,1.5606
2022-12-08,1.56
2022-12-09,1.5763
2022-12-12,1.5589
2022-12-13,1.5534
2022-12-14,1.5589
2022-12-15,1.5599
2022-12-16,1.5574
2022-12-19,1.5339
2022-12-20,1.5114
2022-12-21,1.511
2022-12-22,1.5103
2022-12-23,1.5073
2022-12-26,1.5139
2022-12-27,1.5332
2022-12-28,1.5276
2022-12-29,1.5242
2022-12-30,1.5301
2022-12-31,1.53
2023-01-03,1.5394
2023-01-04,1.5392
2023-01-05,1.5667
2023-01-06,1.5712
2023-01-09,1.585
2023-01-10,1.5848
2023-01-11,1.5833
2023-01-12,1.5876
2023-01-13,1.607
2023-01-16,1.6308
2023-01-17,1.628
