净值日期,累计净值
2015-04-17,1.0
2015-04-23,0.999
2015-04-24,0.998
2015-04-27,1.001
2015-04-28,1.001
2015-04-29,1.001
2015-04-30,1.0
2015-05-04,1.0
2015-05-05,1.0
2015-05-06,1.0
2015-05-07,0.999
2015-05-08,1.0
2015-05-11,1.001
2015-05-12,1.001
2015-05-13,1.002
2015-05-14,1.001
2015-05-15,1.002
2015-05-18,1.002
2015-05-19,1.004
2015-05-20,1.005
2015-05-21,1.007
2015-05-22,1.009
2015-05-25,1.011
2015-05-26,1.013
2015-05-27,1.013
2015-05-28,1.004
2015-05-29,1.007
2015-06-01,1.013
2015-06-02,1.014
2015-06-03,1.014
2015-06-04,1.016
2015-06-05,1.017
2015-06-08,1.02
2015-06-09,1.016
2015-06-10,1.018
2015-06-11,1.017
2015-06-12,1.018
2015-06-15,1.013
2015-06-16,1.008
2015-06-17,1.011
2015-06-18,1.007
2015-06-19,1.003
2015-06-23,1.006
2015-06-24,1.008
2015-06-25,1.005
2015-06-26,0.997
2015-06-29,0.995
2015-06-30,1.009
2015-07-01,1.006
2015-07-02,1.003
2015-07-03,1.0
2015-07-06,1.004
2015-07-07,0.999
2015-07-08,0.988
2015-07-09,0.997
2015-07-10,1.006
2015-07-13,1.012
2015-07-14,1.012
2015-07-15,1.006
2015-07-16,1.008
2015-07-17,1.013
2015-07-20,1.013
2015-07-21,1.014
2015-07-22,1.015
2015-07-23,1.016
2015-07-24,1.016
2015-07-27,1.008
2015-07-28,1.009
2015-07-29,1.016
2015-07-30,1.009
2015-07-31,1.01
2015-08-03,1.013
2015-08-04,1.021
2015-08-05,1.019
2015-08-06,1.02
2015-08-07,1.027
2015-08-10,1.039
2015-08-11,1.037
2015-08-12,1.029
2015-08-13,1.033
2015-08-14,1.034
2015-08-17,1.038
2015-08-18,1.016
2015-08-19,1.021
2015-08-20,1.015
2015-08-21,1.004
2015-08-24,0.984
2015-08-25,0.975
2015-08-26,0.977
2015-08-27,0.987
2015-08-28,0.999
2015-08-31,0.996
2015-09-01,0.99
2015-09-02,0.988
2015-09-07,0.988
2015-09-08,0.993
2015-09-09,0.996
2015-09-10,0.994
2015-09-11,0.993
2015-09-14,0.983
2015-09-15,0.975
2015-09-16,0.988
2015-09-17,0.987
2015-09-18,0.989
2015-09-21,0.996
2015-09-22,0.997
2015-09-23,0.994
2015-09-24,0.995
2015-09-25,0.991
2015-09-28,0.996
2015-09-29,0.995
2015-09-30,0.996
2015-10-08,1.003
2015-10-09,1.007
2015-10-12,1.015
2015-10-13,1.017
2015-10-14,1.016
2015-10-15,1.022
2015-10-16,1.023
2015-10-19,1.023
2015-10-20,1.027
2015-10-21,1.015
2015-10-22,1.022
2015-10-23,1.027
2015-10-26,1.031
2015-10-27,1.033
2015-10-28,1.031
2015-10-29,1.033
2015-10-30,1.035
2015-11-02,1.034
2015-11-03,1.032
2015-11-04,1.04
2015-11-05,1.039
2015-11-06,1.045
2015-11-09,1.044
2015-11-10,1.042
2015-11-11,1.045
2015-11-12,1.045
2015-11-13,1.046
2015-11-16,1.049
2015-11-17,1.045
2015-11-18,1.044
2015-11-19,1.046
2015-11-20,1.049
2015-11-23,1.048
2015-11-24,1.048
2015-11-25,1.051
2015-11-26,1.049
2015-11-27,1.038
2015-11-30,1.038
2015-12-01,1.041
2015-12-02,1.045
2015-12-03,1.048
2015-12-04,1.047
2015-12-07,1.05
2015-12-08,1.046
2015-12-09,1.046
2015-12-10,1.047
2015-12-11,1.046
2015-12-14,1.051
2015-12-15,1.051
2015-12-16,1.051
2015-12-17,1.055
2015-12-18,1.055
2015-12-21,1.064
2015-12-22,1.066
2015-12-23,1.065
2015-12-24,1.065
2015-12-25,1.066
2015-12-28,1.059
2015-12-29,1.062
2015-12-30,1.063
2015-12-31,1.061
2016-01-04,1.043
2016-01-05,1.045
2016-01-06,1.049
2016-01-07,1.032
2016-01-08,1.037
2016-01-11,1.024
2016-01-12,1.027
2016-01-13,1.022
2016-01-14,1.029
2016-01-15,1.023
2016-01-18,1.027
2016-01-19,1.032
2016-01-20,1.027
2016-01-21,1.018
2016-01-22,1.021
2016-01-25,1.021
2016-01-26,1.007
2016-01-27,1.004
2016-01-28,0.999
2016-01-29,1.006
2016-02-01,1.003
2016-02-02,1.008
2016-02-03,1.008
2016-02-04,1.013
2016-02-05,1.012
2016-02-15,1.012
2016-02-16,1.02
2016-02-17,1.021
2016-02-18,1.019
2016-02-19,1.02
2016-02-22,1.027
2016-02-23,1.024
2016-02-24,1.025
2016-02-25,1.007
2016-02-26,1.008
2016-02-29,1.002
2016-03-01,1.006
2016-03-02,1.016
2016-03-03,1.015
2016-03-04,1.012
2016-03-07,1.013
2016-03-08,1.014
2016-03-09,1.01
2016-03-10,1.007
2016-03-11,1.009
2016-03-14,1.016
2016-03-15,1.017
2016-03-16,1.016
2016-03-17,1.024
2016-03-18,1.031
2016-03-21,1.037
2016-03-22,1.035
2016-03-23,1.037
2016-03-24,1.034
2016-03-25,1.035
2016-03-28,1.034
2016-03-29,1.03
2016-03-30,1.038
2016-03-31,1.037
2016-04-01,1.037
2016-04-05,1.042
2016-04-06,1.043
2016-04-07,1.04
2016-04-08,1.036
2016-04-11,1.042
2016-04-12,1.039
2016-04-13,1.041
2016-04-14,1.041
2016-04-15,1.039
2016-04-18,1.034
2016-04-19,1.035
2016-04-20,1.028
2016-04-21,1.024
2016-04-22,1.025
